Company,TypeName,Inches,Touchscreen,Ips,X_res,Y_res,ppi,Cpu_brand,Cpu_freq,Ram,HDD,SSD,Gpu_brand,OpSys,Weight,Price
HP,Gaming,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,2.8,12.0,1000,0,Nvidia,Windows 10,2.62,95850.72
Lenovo,Notebook,14.0,0,1,1920.0,1080.0,157.3505121487356,Intel Core i7,2.7,8.0,0,256,Nvidia,Windows 10,1.87,45767.52
Dell,Ultrabook,13.3,1,0,3200.0,1800.0,276.053530085501,Intel Core i7,1.8,8.0,0,256,Intel,Windows 10,1.2,74538.72
Dell,Notebook,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i3,2.0,4.0,0,128,Intel,Windows 10,1.6,39207.1536
HP,Ultrabook,13.3,0,1,3200.0,1800.0,276.053530085501,Intel Core i7,2.7,8.0,0,256,Intel,Windows 10,1.34,61005.6
Acer,Gaming,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,1000,0,Nvidia,Linux,2.4,42517.44
Asus,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,AMD Processor,1.8,4.0,500,0,AMD,Windows 10,2.0,18594.72
HP,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i3,2.4,4.0,0,128,Intel,Windows 10,2.1,37589.04
Lenovo,Notebook,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i5,2.5,4.0,500,0,Intel,Windows 10,1.87,41824.8
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.3,4.0,1000,0,Intel,No OS,2.15,24634.008
HP,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i3,2.0,4.0,500,0,Intel,Windows 10,1.86,21152.16
Lenovo,Notebook,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i7,2.7,8.0,0,512,Intel,Windows 10,1.99,92121.12
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i3,2.0,4.0,0,128,Intel,Windows 10,2.2,26586.72
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,1.9,59513.2272
Dell,Gaming,17.3,0,1,1920.0,1080.0,127.33567457123111,Intel Core i7,2.8,16.0,1000,256,Nvidia,Windows 10,4.42,143802.72
HP,Notebook,17.3,0,0,1600.0,900.0,106.11306214269258,Intel Core i3,2.0,8.0,1000,0,Intel,Windows 10,2.65,28992.312
HP,Notebook,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,2.7,8.0,1000,0,Nvidia,Windows 10,2.63,68198.4
Asus,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Other Intel Processor,1.1,4.0,500,0,Intel,Linux,2.0,11934.72
Mediacom,Notebook,13.3,0,1,1920.0,1080.0,165.6321180513006,Other Intel Processor,1.44,4.0,0,0,Intel,Windows 10,1.35,13586.4
Lenovo,Notebook,17.3,0,0,1600.0,900.0,106.11306214269258,Intel Core i7,2.7,6.0,1000,128,Nvidia,Windows 10,2.8,50562.72
HP,Notebook,15.6,0,1,1920.0,1080.0,141.21199808219862,AMD Processor,2.5,6.0,0,128,AMD,Windows 10,1.91,30310.992
Dell,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i3,2.0,4.0,1000,0,AMD,Windows 10,2.18,32921.712
Acer,2 in 1 Convertible,11.6,1,1,1920.0,1080.0,189.90579052433606,Other Intel Processor,2.0,4.0,0,0,Intel,Windows 10,1.25,18594.72
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i3,2.7,4.0,0,128,Intel,Windows 10,2.05,33566.4
HP,Ultrabook,13.3,1,1,3200.0,1800.0,276.053530085501,Other Intel Processor,1.2,16.0,0,512,Intel,Windows 10,1.16,104695.2
Lenovo,Notebook,17.3,0,1,1920.0,1080.0,127.33567457123111,Intel Core i7,2.8,8.0,0,256,Nvidia,Windows 10,3.4,159786.72
Asus,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,1000,128,Nvidia,Windows 10,2.5,44701.92
Dell,Ultrabook,13.3,1,1,3840.0,2160.0,331.2642361026012,Intel Core i5,1.6,8.0,0,128,Intel,Windows 10,1.21,85194.72
Dell,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i5,2.6,4.0,500,0,Intel,Windows 10,1.93,51095.52
Fujitsu,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i5,2.5,8.0,1000,0,Intel,Windows 10,2.2,39373.92
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Other Intel Processor,1.1,4.0,500,0,Intel,Windows 10,2.2,18328.32
Lenovo,Notebook,14.0,0,0,1366.0,768.0,111.93520355955211,Intel Core i5,2.5,4.0,500,0,Intel,Windows 10,2.02,52747.2
HP,Workstation,17.3,0,0,1600.0,900.0,106.11306214269258,Intel Core i5,2.8,8.0,500,0,Nvidia,Windows 10,3.14,99153.5472
HP,Notebook,14.0,0,0,1366.0,768.0,111.93520355955211,Other Intel Processor,1.6,8.0,2000,0,Intel,Windows 10,1.94,20725.92
HP,Notebook,15.6,0,1,1920.0,1080.0,141.21199808219862,AMD Processor,3.0,6.0,0,256,AMD,Windows 10,1.95,34578.72
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,2.3,44222.4
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,1.6,4.0,500,0,Intel,Windows 10,2.05,36496.8
Mediacom,Notebook,14.0,0,0,1920.0,1080.0,157.3505121487356,Other Intel Processor,1.44,4.0,0,32,Intel,Windows 10,1.4,13266.72
Toshiba,Ultrabook,14.0,1,0,1920.0,1080.0,157.3505121487356,Intel Core i7,2.7,16.0,0,512,Intel,Windows 10,1.24,99367.2
Lenovo,Gaming,17.3,0,1,1920.0,1080.0,127.33567457123111,Intel Core i7,2.7,32.0,1000,256,Nvidia,Windows 10,4.6,141884.63999999998
MSI,Gaming,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,2.9,16.0,1000,512,Nvidia,Windows 10,4.14,145401.12
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.7,8.0,0,256,AMD,Linux,2.2,39907.2528
Mediacom,Notebook,14.0,0,1,1920.0,1080.0,157.3505121487356,Other Intel Processor,1.1,4.0,0,32,Intel,Windows 10,1.45,20725.92
Dell,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i5,2.6,8.0,500,0,Intel,Windows 10,1.9,53733.94559999999
HP,Notebook,13.3,0,0,1920.0,1080.0,165.6321180513006,Intel Core i3,2.4,4.0,0,128,Intel,Windows 10,1.49,38308.32
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,16.0,0,256,Nvidia,Windows 10,1.93,81912.13919999999
Dell,Netbook,11.6,0,0,1366.0,768.0,135.0942111925629,Other Intel Processor,1.6,4.0,0,0,Intel,Chrome OS,1.26,15717.6
MSI,Gaming,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,2.7,16.0,1000,128,Nvidia,Windows 10,4.5,125154.72
HP,Gaming,17.3,0,1,1920.0,1080.0,127.33567457123111,Intel Core i7,2.8,16.0,1000,256,Nvidia,Windows 10,3.78,79813.44
Lenovo,Ultrabook,14.0,0,1,1920.0,1080.0,157.3505121487356,Intel Core i7,2.6,12.0,0,256,Intel,Windows 10,1.4,89137.44
Lenovo,Notebook,15.6,1,0,1366.0,768.0,100.45466986113651,Intel Core i7,1.8,12.0,1000,0,Intel,Windows 10,2.2,32447.52
Asus,Gaming,17.3,0,1,1920.0,1080.0,127.33567457123111,Intel Core i5,2.5,8.0,1000,128,Nvidia,Windows 10,2.73,94305.6
Asus,2 in 1 Convertible,15.6,1,0,1366.0,768.0,100.45466986113651,Intel Core i5,2.5,8.0,1000,0,Intel,Windows 10,2.2,39373.92
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,AMD Processor,3.6,12.0,0,512,AMD,Windows 10,2.2,50562.72
Dell,2 in 1 Convertible,11.6,1,0,1366.0,768.0,135.0942111925629,Other Intel Processor,1.0,4.0,0,128,Intel,Windows 10,1.39,32127.84
Samsung,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,16.0,1000,128,Nvidia,Windows 10,2.5,90522.72
Lenovo,Notebook,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i3,2.0,4.0,500,0,Intel,No OS,2.8,28185.12
Lenovo,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i3,2.3,8.0,1000,0,Intel,Windows 10,2.29,24455.52
Lenovo,2 in 1 Convertible,13.3,1,1,1920.0,1080.0,165.6321180513006,Intel Core i7,2.7,8.0,0,512,Intel,Windows 10,1.37,107892.0
Lenovo,Notebook,14.0,0,1,1920.0,1080.0,157.3505121487356,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,1.7,78534.72
Dell,2 in 1 Convertible,12.5,1,0,1920.0,1080.0,176.23257360658386,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,1.34,88977.59999999999
Dell,Workstation,15.6,1,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,8.0,0,256,Nvidia,Windows 10,2.06,93932.64
HP,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.7,8.0,0,256,Intel,Windows 10,1.84,64948.32
HP,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i3,2.4,4.0,500,0,Intel,Windows 10,2.1,35616.6144
Acer,Notebook,14.0,0,0,1920.0,1080.0,157.3505121487356,Other Intel Processor,1.1,4.0,0,0,Intel,Windows 10,1.6,17529.12
MSI,Gaming,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,2.7,16.0,1000,128,Nvidia,Windows 10,4.14,117162.72
Dell,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i3,2.0,4.0,1000,0,AMD,Linux,2.18,24775.2
MSI,Gaming,15.6,0,0,3840.0,2160.0,282.42399616439724,Intel Core i7,2.8,16.0,2000,256,Nvidia,Windows 10,1.8,122490.72
Toshiba,Notebook,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i7,2.5,8.0,0,256,Intel,Windows 10,2.2,74538.72
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,6.0,1000,0,Intel,Windows 10,2.4,30049.92
Lenovo,2 in 1 Convertible,15.6,1,1,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,8.0,0,256,Intel,Windows 10,2.0,69210.72
Acer,Notebook,14.0,0,0,1366.0,768.0,111.93520355955211,Other Intel Processor,1.6,4.0,0,0,Intel,Windows 10,1.6,18594.72
Lenovo,Notebook,15.6,0,1,3840.0,2160.0,282.42399616439724,Other Intel Processor,3.1,32.0,0,1000,Nvidia,Windows 10,2.5,261018.72
Dell,Gaming,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.6,16.0,1000,0,Nvidia,Windows 10,2.59,46833.6528
Dell,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i3,2.0,4.0,1000,0,Intel,Linux,2.18,23650.992
Dell,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i3,2.0,4.0,1000,0,Intel,Linux,2.25,19127.52
Dell,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i5,2.6,4.0,500,0,Intel,Linux,1.93,46300.32
Asus,Gaming,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,2.8,8.0,1000,128,Nvidia,Windows 10,3.0,62231.04
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,4.0,0,128,AMD,Linux,2.18,30316.32
HP,Ultrabook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.7,8.0,0,512,Intel,Windows 10,1.84,74005.92
MSI,Gaming,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,16.0,1000,256,Nvidia,Windows 10,2.94,120831.5808
Acer,2 in 1 Convertible,11.6,1,1,1366.0,768.0,135.0942111925629,Other Intel Processor,1.6,4.0,0,0,Intel,Chrome OS,1.25,20193.12
HP,Notebook,14.0,0,0,1366.0,768.0,111.93520355955211,Intel Core i5,2.6,8.0,0,256,Intel,Windows 10,2.31,59886.72
Lenovo,Notebook,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i5,2.3,8.0,0,256,Intel,Windows 7,1.65,78055.2
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,1.6,4.0,1000,0,AMD,Windows 10,2.2,41345.28
Fujitsu,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,2.2,42570.72
HP,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i5,2.3,4.0,500,0,Intel,Windows 7,1.88,49656.96
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.7,8.0,1000,0,Nvidia,Windows 10,2.2,47898.72
Mediacom,Notebook,14.0,0,0,1920.0,1080.0,157.3505121487356,Other Intel Processor,1.44,2.0,0,0,Intel,Windows 10,1.4,12733.92
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,4.0,0,128,Intel,No OS,2.2,24935.04
Asus,2 in 1 Convertible,13.3,1,0,1920.0,1080.0,165.6321180513006,Intel Core i5,2.5,6.0,1000,0,Intel,Windows 10,1.5,34046.4528
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,8.0,0,256,Nvidia,Windows 10,2.0,96969.6
Asus,Ultrabook,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i7,2.7,16.0,0,512,Intel,Windows 10,1.1,101232.0
Dell,Gaming,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,16.0,1000,256,Nvidia,Windows 10,2.62,78801.12
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,1.6,4.0,0,256,Intel,Windows 10,1.8,44169.12
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i3,2.0,4.0,1000,0,Nvidia,Windows 10,2.2,30849.12
Asus,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Other Intel Processor,1.1,8.0,1000,0,Intel,Windows 10,2.0,21258.72
Asus,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,1000,0,Nvidia,Windows 10,1.99,48304.7136
Dell,Ultrabook,13.3,1,0,3200.0,1800.0,276.053530085501,Intel Core i5,1.6,8.0,0,256,Intel,Windows 10,1.23,99580.32
Lenovo,Notebook,14.0,0,0,1366.0,768.0,111.93520355955211,Other Intel Processor,1.6,2.0,0,0,Intel,Windows 10,1.42,13266.72
Lenovo,2 in 1 Convertible,13.3,1,1,1920.0,1080.0,165.6321180513006,Intel Core i7,2.7,8.0,0,256,Intel,Windows 10,1.37,93635.3376
Dell,Notebook,15.6,1,0,3840.0,2160.0,282.42399616439724,Intel Core i7,2.8,16.0,0,1000,Nvidia,Windows 10,2.06,127818.72
Lenovo,Gaming,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,8.0,1000,128,Nvidia,Windows 10,2.5,59087.52
HP,Notebook,17.0,0,0,1600.0,900.0,107.98564559226952,AMD Processor,3.0,8.0,1000,0,AMD,Windows 10,2.6,27753.552
Lenovo,Ultrabook,14.0,0,1,1920.0,1080.0,157.3505121487356,Intel Core i7,2.7,16.0,0,512,Intel,Windows 10,1.14,130536.0
Asus,Gaming,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,8.0,1000,0,Nvidia,No OS,2.5,62284.32
Acer,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i3,2.0,4.0,500,0,Intel,Windows 10,2.4,23976.0
Lenovo,Notebook,14.0,0,0,1366.0,768.0,111.93520355955211,Other Intel Processor,1.6,4.0,0,0,Intel,Windows 10,1.43,14598.72
Acer,Ultrabook,14.0,0,1,1920.0,1080.0,157.3505121487356,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,1.8,48964.32
Razer,Gaming,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i7,2.8,16.0,0,256,Nvidia,Windows 10,1.95,138474.72
Toshiba,Notebook,13.3,0,0,1920.0,1080.0,165.6321180513006,Intel Core i5,2.3,8.0,0,256,Intel,Windows 10,1.2,64628.64
Lenovo,Ultrabook,12.5,0,1,1920.0,1080.0,176.23257360658386,Intel Core i7,2.7,8.0,0,256,Intel,Windows 10,1.36,84395.52
Asus,Gaming,17.3,0,1,1920.0,1080.0,127.33567457123111,Intel Core i7,2.7,32.0,0,512,Nvidia,Windows 10,3.8,149130.72
Acer,Gaming,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,1000,0,Nvidia,Linux,2.4,37775.52
Dell,Ultrabook,13.3,0,0,1920.0,1080.0,165.6321180513006,Intel Core i5,1.6,8.0,0,256,Intel,Windows 10,1.2,77250.672
MSI,Gaming,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,8.0,1000,128,Nvidia,Windows 10,2.2,63499.10399999999
HP,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i3,2.0,4.0,500,0,Intel,No OS,1.86,19441.872
Toshiba,Notebook,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,500,0,Intel,Windows 10,2.0,56689.92
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,1.8,8.0,0,256,AMD,Windows 10,2.2,48964.32
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,1.8,16.0,2000,256,AMD,Windows 10,2.2,60472.8
Lenovo,Gaming,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i7,2.6,8.0,1000,128,Nvidia,Windows 10,3.31,63722.88
Dell,Gaming,17.3,0,1,3840.0,2160.0,254.67134914246222,Intel Core i7,2.8,32.0,1000,512,Nvidia,Windows 10,4.42,167691.8736
Dell,Notebook,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i5,2.4,8.0,0,256,Intel,Windows 10,1.56,65481.12
Lenovo,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Other Intel Processor,1.1,4.0,500,0,Intel,Windows 10,2.2,22324.32
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.3,4.0,500,0,Intel,Windows 10,2.2,28504.8
HP,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i3,2.0,6.0,1000,0,AMD,Windows 10,2.04,28717.92
MSI,Gaming,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,2.8,8.0,1000,128,Nvidia,Windows 10,2.7,79215.1056
Toshiba,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i3,2.1,4.0,0,128,Intel,Windows 10,2.1,26533.44
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,1000,0,Intel,Windows 10,2.06,50882.4
HP,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.7,8.0,1000,0,AMD,Windows 10,2.1,39693.6
Toshiba,Notebook,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,2.0,67026.23999999999
Acer,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i3,2.0,4.0,0,128,Intel,Linux,2.1,21951.36
Microsoft,Ultrabook,13.5,1,0,2256.0,1504.0,200.84255993695703,Intel Core i7,2.8,8.0,0,256,Intel,Windows 10 S,1.252,99519.048
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,1000,128,AMD,Windows 10,1.9,43580.376
Lenovo,2 in 1 Convertible,13.3,1,1,1920.0,1080.0,165.6321180513006,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,1.3,55091.52
Lenovo,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,AMD Processor,2.2,4.0,0,128,AMD,Windows 10,2.2,18594.72
HP,2 in 1 Convertible,14.0,1,1,1920.0,1080.0,157.3505121487356,Intel Core i3,2.4,4.0,0,128,Nvidia,Windows 10,1.63,37242.72
MSI,Gaming,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,16.0,1000,256,Nvidia,Windows 10,2.4,68944.31999999999
Asus,Ultrabook,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,1.1,60472.8
HP,2 in 1 Convertible,11.6,1,0,1366.0,768.0,135.0942111925629,Other Intel Processor,1.1,8.0,0,0,Intel,Chrome OS,1.4,26373.6
LG,Ultrabook,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i7,1.8,8.0,0,512,Intel,Windows 10,1.09,122490.72
Acer,Gaming,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,16.0,0,256,Nvidia,Windows 10,2.5,69210.72
MSI,Gaming,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,0,256,Nvidia,Windows 10,2.2,53168.112
Asus,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Other Intel Processor,1.1,4.0,0,128,Intel,Windows 10,1.86,22324.32
Dell,Gaming,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,16.0,1000,128,Nvidia,Windows 10,3.21,109277.28
HP,Notebook,17.3,0,1,1920.0,1080.0,127.33567457123111,Intel Core i3,2.0,4.0,0,256,AMD,Windows 10,2.5,37242.72
Lenovo,2 in 1 Convertible,13.3,1,1,1920.0,1080.0,165.6321180513006,Intel Core i7,1.8,8.0,0,512,Intel,Windows 10,1.19,79866.72
Dell,Gaming,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.9,16.0,1000,256,Nvidia,Windows 10,3.49,149916.6
HP,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i5,2.5,4.0,500,0,AMD,Windows 10,1.86,32639.8608
Dell,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i3,2.0,4.0,1000,0,AMD,Windows 10,2.2,29073.297599999994
HP,Notebook,17.3,0,1,1920.0,1080.0,127.33567457123111,AMD Processor,2.4,6.0,2000,0,AMD,Windows 10,2.65,30316.32
Lenovo,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Other Intel Processor,1.6,4.0,500,0,Intel,Windows 10,2.1,16943.04
Acer,Notebook,14.0,0,0,1366.0,768.0,111.93520355955211,Other Intel Processor,1.6,4.0,0,0,Intel,Chrome OS,1.45,19980.0
Lenovo,Notebook,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i5,2.5,4.0,0,256,Intel,Windows 10,1.7,37242.72
HP,Workstation,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,2.8,8.0,500,0,Nvidia,Windows 10,3.14,101657.7072
Lenovo,2 in 1 Convertible,14.0,1,0,2560.0,1440.0,209.8006828649808,Intel Core i7,2.7,8.0,0,256,Intel,Windows 10,1.42,137995.19999999998
Toshiba,Notebook,13.3,0,1,1920.0,1080.0,165.6321180513006,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,1.5,51841.44
Acer,Netbook,11.6,0,0,1366.0,768.0,135.0942111925629,Other Intel Processor,1.6,4.0,0,0,Intel,Windows 10,1.4,14332.32
Lenovo,2 in 1 Convertible,14.0,1,0,1920.0,1080.0,157.3505121487356,Intel Core i7,2.7,16.0,0,512,Intel,Windows 10,1.38,93186.72
Asus,2 in 1 Convertible,12.5,1,0,1920.0,1080.0,176.23257360658386,Other Intel Processor,0.9,4.0,0,0,Intel,Chrome OS,1.2,35644.32
Toshiba,Ultrabook,13.3,1,0,1920.0,1080.0,165.6321180513006,Intel Core i7,2.5,16.0,0,512,Intel,Windows 10,1.36,100006.56
HP,Notebook,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i7,2.7,4.0,500,0,AMD,Windows 10,2.1,36709.92
Dell,Gaming,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,1000,0,Nvidia,Windows 10,2.56,43636.32
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,AMD Processor,2.9,4.0,0,256,AMD,Windows 10,2.2,21258.72
Lenovo,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,AMD Processor,3.6,8.0,1000,0,AMD,Windows 10,2.2,22857.12
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,4.0,2000,0,Intel,Windows 10,2.1,33110.856
Lenovo,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i3,2.0,4.0,500,0,Intel,No OS,1.9,23976.0
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,2.18,42357.6
Acer,2 in 1 Convertible,13.3,1,1,1920.0,1080.0,165.6321180513006,Intel Core i5,1.6,8.0,0,256,Intel,Windows 10,1.6,53226.72
Lenovo,Workstation,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.5,16.0,0,512,Nvidia,Windows 7,2.18,98834.4
Lenovo,Notebook,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i5,2.3,8.0,0,256,Intel,Windows 10,1.8,63456.48
HP,Notebook,17.3,0,1,1920.0,1080.0,127.33567457123111,AMD Processor,2.5,6.0,2000,0,AMD,Windows 10,2.71,34898.932799999995
Lenovo,Gaming,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,8.0,1000,128,Nvidia,Windows 10,2.5,66546.72
Dell,Notebook,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i5,2.8,8.0,0,256,Nvidia,Linux,1.64,58021.92
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,1000,0,Intel,Linux,1.98,38681.28
Asus,Notebook,14.0,0,0,1920.0,1080.0,157.3505121487356,Other Intel Processor,1.1,4.0,0,0,Intel,Windows 10,1.5,15877.44
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.6,16.0,0,512,Intel,Windows 10,1.93,76012.44480000001
Lenovo,Notebook,14.0,0,1,1920.0,1080.0,157.3505121487356,Intel Core i5,2.5,8.0,0,256,Nvidia,Windows 10,1.87,45664.6896
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.6,8.0,0,256,Intel,Windows 10,1.9,62817.12
Lenovo,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,AMD Processor,2.0,4.0,500,0,AMD,Windows 10,2.19,15877.44
Mediacom,Notebook,14.0,0,1,1920.0,1200.0,161.72539083525606,Other Intel Processor,1.92,4.0,32,0,Intel,Windows 10,1.4,14119.2
HP,Notebook,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,2.7,8.0,0,256,Nvidia,Windows 10,2.63,63936.0
