,Customer_Age,Gender,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Education_Level_College,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$120K +,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
6828,52,0,3,47,6,3,2,2516.0,1486,1030.0,0.503,3987,77,0.54,0.591,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
6829,49,0,5,39,3,1,4,4568.0,0,4568.0,0.979,1431,27,0.688,0.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
6830,54,0,0,36,3,1,2,8294.0,696,7598.0,0.806,4136,77,1.2,0.084,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
6831,41,1,4,36,3,3,2,16268.0,817,15451.0,0.64,13969,120,0.69,0.05,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
6832,35,1,3,17,6,3,2,16659.0,0,16659.0,1.012,2551,74,0.609,0.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
6833,38,0,3,27,6,2,2,2425.0,1396,1029.0,0.899,4568,74,0.897,0.576,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
6834,48,0,3,40,6,3,3,13991.0,1580,12411.0,0.864,4100,74,0.721,0.113,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
6835,55,0,4,46,3,2,2,4978.0,923,4055.0,0.883,5025,62,0.879,0.185,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
6836,53,0,2,41,5,3,0,2799.0,1303,1496.0,0.763,3971,76,0.551,0.466,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
6837,40,1,3,34,4,3,2,14840.0,2043,12797.0,0.778,16256,111,0.85,0.138,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
6838,47,1,4,42,1,4,1,7953.0,0,7953.0,1.031,8670,74,0.574,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
6839,48,1,5,39,3,3,1,7897.0,157,7740.0,0.699,2270,46,0.394,0.02,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
6840,43,0,4,36,5,2,2,11536.0,2074,9462.0,0.549,4106,81,0.723,0.18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
6841,44,1,1,35,3,3,3,24312.0,1932,22380.0,1.312,1341,24,1.182,0.079,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
6842,48,0,4,41,5,3,2,5239.0,1172,4067.0,0.825,4241,61,0.968,0.224,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
6843,44,0,3,40,2,2,1,1438.3,0,1438.3,0.773,4625,93,0.938,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
6844,43,0,4,28,5,2,4,1484.0,0,1484.0,0.2,1664,39,0.5,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
6845,32,0,0,22,4,2,2,2062.0,1665,397.0,1.276,2397,41,0.64,0.807,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
6846,42,0,3,33,6,3,3,8628.0,1077,7551.0,0.872,1675,58,0.415,0.125,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
6847,47,1,2,39,1,2,2,9389.0,727,8662.0,0.533,3415,84,0.556,0.077,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6848,46,1,2,36,3,2,2,5746.0,1572,4174.0,0.937,3446,56,1.0,0.274,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6849,45,0,2,36,2,3,1,3336.0,1889,1447.0,0.85,13989,105,0.567,0.566,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
6850,50,0,1,36,4,1,3,5012.0,2242,2770.0,0.816,1142,28,1.0,0.447,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
6851,48,1,2,37,3,1,2,8956.0,1279,7677.0,0.864,4814,73,1.212,0.143,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
6852,38,0,1,36,4,2,2,2358.0,1965,393.0,0.614,4922,80,0.6,0.833,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
6853,36,0,4,21,3,1,2,34516.0,907,33609.0,0.572,2298,55,0.719,0.026,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
6854,33,1,3,36,6,3,3,24149.0,1848,22301.0,0.731,2584,66,0.833,0.077,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
6855,52,0,1,44,1,1,1,2563.0,1765,798.0,0.857,4515,77,0.925,0.689,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
6856,57,1,4,38,4,1,3,15428.0,1553,13875.0,0.747,1916,40,0.538,0.101,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
6857,44,0,3,39,6,1,3,5024.0,2209,2815.0,0.66,4908,73,0.659,0.44,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
6858,48,0,4,40,4,4,4,11692.0,648,11044.0,1.265,2997,56,0.867,0.055,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
6859,39,1,1,35,5,1,1,2623.0,2121,502.0,0.722,4078,70,0.795,0.809,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
6860,54,0,2,36,1,3,3,2274.0,708,1566.0,0.677,7735,74,0.682,0.311,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
6861,39,0,2,28,1,2,3,4363.0,0,4363.0,0.714,2596,48,0.846,0.0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
6862,61,0,1,44,4,3,2,2303.0,540,1763.0,0.57,3440,46,0.704,0.234,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
6863,49,0,2,38,6,3,3,5076.0,871,4205.0,0.693,4115,72,0.6,0.172,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
6864,49,1,4,39,2,3,2,8561.0,915,7646.0,0.637,7341,79,0.491,0.107,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
6865,48,1,2,40,2,3,2,17812.0,0,17812.0,0.75,8379,106,0.606,0.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
6866,53,0,1,45,3,2,2,2312.0,1997,315.0,0.787,5085,78,0.773,0.864,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
6867,59,1,1,48,4,3,2,14257.0,1113,13144.0,0.406,1809,23,0.278,0.078,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6868,45,1,2,39,3,4,4,34516.0,0,34516.0,1.014,1041,27,0.35,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
6869,52,1,2,37,4,3,3,2749.0,1380,1369.0,0.937,3882,90,0.765,0.502,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
6870,48,1,3,36,3,2,4,2954.0,931,2023.0,0.575,2433,29,0.381,0.315,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
6871,42,1,3,37,1,1,3,32106.0,0,32106.0,0.678,4452,83,0.729,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
6872,38,1,3,32,4,2,2,30082.0,1671,28411.0,0.707,15240,126,0.8,0.056,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
6873,42,1,3,37,6,2,4,2793.0,1661,1132.0,1.117,3247,69,0.865,0.595,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
6874,45,1,3,36,2,1,0,2326.0,642,1684.0,0.814,5413,90,0.765,0.276,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
6875,50,0,2,32,3,3,4,2884.0,2104,780.0,0.857,4486,93,0.86,0.73,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
6876,56,0,2,43,1,3,1,5254.0,0,5254.0,0.651,4546,89,0.712,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
6877,51,1,3,36,2,3,3,1590.0,1273,317.0,0.64,7352,80,0.818,0.801,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
6878,39,1,1,36,5,3,3,25008.0,876,24132.0,0.859,1753,43,1.048,0.035,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
6879,45,0,3,36,4,3,3,8121.0,1595,6526.0,0.743,1914,45,0.5,0.196,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6880,36,0,1,36,5,3,4,5257.0,1572,3685.0,0.732,2822,73,0.659,0.299,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
6881,44,1,5,32,5,3,2,14910.0,877,14033.0,0.772,1150,26,0.625,0.059,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
6882,41,0,3,35,2,3,5,11538.0,0,11538.0,0.507,1926,53,0.432,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
6883,55,1,3,51,3,1,3,34516.0,1266,33250.0,0.846,1161,26,0.368,0.037,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
6884,45,0,4,36,2,1,1,2737.0,0,2737.0,0.71,7587,80,0.569,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
6885,60,0,1,36,2,3,1,3959.0,0,3959.0,0.806,4935,92,0.804,0.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
6886,54,1,3,43,5,3,2,2884.0,1144,1740.0,0.783,4887,90,0.698,0.397,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
6887,44,1,1,36,2,2,3,34516.0,0,34516.0,0.596,1891,34,0.214,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
6888,38,0,4,27,2,3,3,1438.3,0,1438.3,0.721,4564,79,0.717,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
6889,50,1,3,45,6,4,3,2049.0,0,2049.0,0.974,2703,54,1.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6890,38,0,3,33,5,3,2,2206.0,2018,188.0,0.648,1739,35,0.667,0.915,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
6891,57,0,3,36,6,2,3,3542.0,2417,1125.0,0.687,4127,71,0.479,0.682,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
6892,46,0,3,41,2,1,4,1515.0,0,1515.0,0.819,3894,60,0.818,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
6893,34,0,3,29,3,2,4,1569.0,909,660.0,1.288,2169,48,1.182,0.579,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
6894,39,1,2,36,2,2,1,1790.0,891,899.0,0.45,4498,96,0.574,0.498,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
6895,51,0,2,32,3,3,1,8365.0,1504,6861.0,0.679,4778,88,0.956,0.18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
6896,37,1,2,17,5,3,2,4631.0,1991,2640.0,1.669,2864,37,0.947,0.43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
6897,46,1,1,36,4,3,2,1438.3,890,548.3,1.143,2928,48,1.4,0.619,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
6898,44,0,3,37,3,2,3,1900.0,0,1900.0,0.864,2298,45,0.452,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
6899,43,0,2,38,4,3,2,3264.0,2042,1222.0,0.752,4624,75,0.705,0.626,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
6900,51,1,2,44,4,3,3,34516.0,1666,32850.0,0.613,1218,18,0.8,0.048,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
6901,40,0,2,28,3,2,2,1794.0,1019,775.0,0.692,4455,63,0.658,0.568,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
6902,44,0,3,26,1,3,1,10877.0,1802,9075.0,0.706,7974,90,0.731,0.166,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
6903,47,1,3,41,6,1,4,5833.0,1747,4086.0,0.551,3732,75,0.531,0.3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
6904,48,0,2,35,3,1,4,2806.0,2514,292.0,0.341,1757,35,0.4,0.896,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6905,28,1,0,19,3,3,4,3480.0,0,3480.0,0.731,2744,75,0.829,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
6906,42,0,5,23,4,2,2,24602.0,1660,22942.0,0.588,1337,44,0.76,0.067,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
6907,41,1,2,36,2,1,3,10688.0,653,10035.0,0.682,13866,98,0.508,0.061,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
6908,46,0,2,33,2,3,1,2168.0,1334,834.0,0.622,4043,73,0.738,0.615,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
6909,39,1,1,36,6,2,3,2899.0,1999,900.0,0.832,1687,35,0.591,0.69,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
6910,36,1,2,30,2,1,2,4343.0,2220,2123.0,1.045,14463,119,0.776,0.511,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
6911,37,0,4,18,5,1,2,2930.0,2024,906.0,0.903,1686,34,0.7,0.691,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
6912,36,1,2,36,4,1,2,11791.0,1168,10623.0,0.662,14885,101,0.629,0.099,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
6913,43,0,3,36,1,3,3,7584.0,1834,5750.0,0.818,4783,65,0.667,0.242,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
6914,33,0,3,36,5,3,3,4838.0,1338,3500.0,0.707,2641,67,0.595,0.277,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
6915,43,1,3,36,5,3,3,20811.0,1425,19386.0,0.382,1483,38,0.52,0.068,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
6916,50,0,4,41,1,2,2,4268.0,1509,2759.0,0.562,14351,112,0.867,0.354,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
6917,34,0,0,13,4,1,4,7942.0,2087,5855.0,0.754,4068,66,0.61,0.263,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
6918,42,1,3,35,4,3,3,3266.0,1900,1366.0,1.568,2183,56,0.75,0.582,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
6919,54,0,1,40,1,1,4,1438.3,0,1438.3,0.43,1632,36,0.44,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
6920,62,0,0,53,5,2,2,2616.0,801,1815.0,0.719,4655,68,0.511,0.306,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
6921,38,1,2,36,5,3,2,31546.0,2057,29489.0,0.625,15311,108,0.714,0.065,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
6922,57,1,2,45,4,1,2,2480.0,1584,896.0,0.874,3438,66,0.784,0.639,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
6923,31,0,0,22,3,1,1,4254.0,2464,1790.0,0.764,2366,62,0.722,0.579,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
6924,43,1,4,36,3,3,2,34516.0,1048,33468.0,0.864,4192,73,0.738,0.03,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
6925,49,0,3,41,3,3,3,1603.0,749,854.0,0.733,2644,43,0.483,0.467,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
6926,35,1,2,21,6,2,1,7685.0,2517,5168.0,0.745,13604,116,0.731,0.328,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
6927,57,1,3,45,6,3,4,14270.0,0,14270.0,0.398,1222,37,0.423,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
6928,28,0,0,36,3,4,2,3524.0,1306,2218.0,0.8,4252,78,0.814,0.371,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
6929,35,1,1,21,5,2,2,6391.0,2317,4074.0,0.831,2274,61,1.033,0.363,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6930,58,0,3,52,4,1,1,1454.0,888,566.0,1.19,3060,56,0.647,0.611,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
6931,41,1,1,31,6,2,4,2404.0,1887,517.0,0.592,4489,75,0.744,0.785,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
6932,56,1,4,36,3,2,3,3057.0,1077,1980.0,0.934,4449,77,0.878,0.352,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
6933,37,0,1,30,5,3,4,6469.0,2351,4118.0,1.018,1717,50,0.667,0.363,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
6934,59,0,1,36,2,3,3,2468.0,0,2468.0,0.5,2017,37,0.762,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
6935,36,1,1,26,3,4,2,21927.0,1291,20636.0,0.864,1946,37,0.542,0.059,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
6936,50,1,0,45,5,2,3,14938.0,2303,12635.0,0.804,949,27,2.0,0.154,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
6937,41,1,4,37,1,2,2,23250.0,0,23250.0,0.564,2205,43,0.654,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
6938,52,0,1,45,6,3,3,6703.0,893,5810.0,0.567,1388,28,0.75,0.133,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
6939,46,1,1,39,4,3,3,5374.0,2324,3050.0,0.423,1557,49,0.4,0.432,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6940,53,0,4,43,1,3,2,6058.0,0,6058.0,0.997,4754,60,0.463,0.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
6941,49,0,2,34,6,1,3,3017.0,0,3017.0,0.702,4389,72,0.636,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
6942,61,1,0,36,6,2,3,11236.0,576,10660.0,0.637,4253,80,0.6,0.051,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
6943,54,0,4,40,6,2,2,2532.0,2221,311.0,0.491,799,21,0.235,0.877,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
6944,50,1,2,36,3,2,2,34516.0,1023,33493.0,1.004,1064,13,0.625,0.03,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
6945,49,0,5,35,6,3,4,2561.0,0,2561.0,1.021,2047,41,0.864,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
6946,40,1,3,27,2,2,3,7680.0,1589,6091.0,0.688,13617,105,0.721,0.207,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
6947,60,0,0,55,1,5,5,10882.0,2517,8365.0,0.266,1861,46,0.278,0.231,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
6948,53,0,3,36,4,3,6,7939.0,0,7939.0,0.551,2269,42,0.312,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
6949,64,1,0,51,3,3,4,2787.0,1201,1586.0,0.372,1662,39,0.625,0.431,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
6950,44,1,2,34,6,3,4,23026.0,2517,20509.0,1.032,4909,52,0.625,0.109,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6951,36,1,3,25,6,2,4,3645.0,2517,1128.0,0.749,4142,74,0.644,0.691,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
6952,43,0,4,24,6,1,1,6475.0,1686,4789.0,0.699,3837,65,0.667,0.26,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
6953,46,1,3,33,4,1,3,34516.0,1099,33417.0,0.816,15490,110,0.618,0.032,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
6954,46,0,3,36,5,3,4,5090.0,1650,3440.0,0.58,3707,72,0.44,0.324,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
6955,53,1,2,43,6,3,2,5882.0,2335,3547.0,0.579,1380,30,0.667,0.397,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
6956,37,1,1,32,4,1,3,4397.0,2007,2390.0,0.892,2473,47,1.136,0.456,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
6957,46,0,3,36,3,2,2,7020.0,1784,5236.0,0.815,16937,116,0.731,0.254,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
6958,44,1,4,36,1,2,1,6426.0,0,6426.0,0.592,4892,80,0.818,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
6959,43,1,3,33,3,3,2,16351.0,1541,14810.0,0.763,3475,82,0.673,0.094,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
6960,45,1,5,36,2,3,2,5287.0,0,5287.0,0.841,8392,69,0.683,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
6961,48,1,2,41,5,2,1,20148.0,1084,19064.0,0.79,3921,74,0.542,0.054,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
6962,42,0,2,23,4,2,3,1443.0,0,1443.0,0.529,2092,38,0.31,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
6963,27,1,0,17,5,1,2,4610.0,0,4610.0,0.794,2280,49,0.4,0.0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
6964,45,0,3,37,6,2,2,3399.0,0,3399.0,0.991,5529,78,0.66,0.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
6965,40,1,5,33,4,2,4,34516.0,1501,33015.0,0.813,3368,64,0.641,0.043,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
6966,47,0,3,36,5,2,2,8109.0,0,8109.0,0.601,1835,43,0.344,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
6967,47,1,2,41,6,1,1,2877.0,1136,1741.0,0.756,4006,68,0.478,0.395,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
6968,38,0,2,28,3,3,4,6275.0,1579,4696.0,0.996,1585,43,0.72,0.252,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
6969,46,0,2,36,6,3,3,1731.0,0,1731.0,0.529,2304,46,1.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
6970,26,0,0,19,2,1,2,3416.0,1109,2307.0,0.783,4614,70,1.0,0.325,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
6971,47,1,4,42,4,1,2,5715.0,1214,4501.0,0.858,3685,63,0.658,0.212,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6972,36,1,1,32,4,4,3,15488.0,1463,14025.0,1.28,2916,50,0.724,0.094,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
6973,54,0,2,44,4,3,4,3778.0,0,3778.0,0.739,2367,45,0.452,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
6974,39,1,1,34,4,2,2,3250.0,1698,1552.0,0.767,2006,58,0.568,0.522,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
6975,38,1,1,25,6,2,3,9303.0,1599,7704.0,1.408,2261,37,0.542,0.172,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6976,53,1,4,38,5,2,3,34516.0,0,34516.0,0.854,8417,72,0.714,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
6977,51,1,2,41,6,2,4,23742.0,0,23742.0,0.769,3783,57,0.676,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
6978,56,0,2,45,4,3,3,2665.0,1844,821.0,0.554,1880,58,0.758,0.692,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
6979,56,1,0,51,3,2,3,14501.0,0,14501.0,0.854,1031,25,0.389,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
6980,50,0,3,39,4,3,4,11176.0,2422,8754.0,1.003,2682,64,0.641,0.217,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
